A1: Ladder,B1: mat_wt_1,C1: mat_wt_2,D1: mat_wt_3,E1: mat_ds_1,F1: mat_ds_2,G1: mat_ds_3,H1: mat_s4_1,A2: mat_s4_2,B2: mat_s4_3,C2: mat_d3_1,D2: mat_d3_2,E2: mat_d3_3,F2: mat_s1_1,G2: mat_s1_2,H2: mat_s1_3,A3: mat_d7_1,B3: mat_d7_2,C3: mat_d7_3,D3: Ladder,E3: pro_wt_1,F3: pro_wt_2,G3: pro_wt_3,H3: pro_ds_1,A4: pro_ds_2,B4: pro_ds_3,C4: pro_s4_1,D4: pro_s4_2,E4: pro_s4_3,F4: pro_d3_1,G4: pro_d3_2,H4: pro_d3_3,A5: pro_s1_1,B5: pro_s1_2,C5: pro_s1_3,D5: pro_d7_1,E5: pro_d7_2,F5: pro_d7_3
10.14611,4.534881,0.2596531,0.4995134,1.110604,0.01911021,0.3235148,0.1909844,4.489462,1.79628,0.3905362,1.897098,2.167508,7.266153,2.806129,10.87111,4.927114,11.13932,12.49181,15.67841,3.791515,5.000981,1.926443,2.005048,4.362823,4.159316,3.429103,1.978546,0,1.564321,0.8474161,7.664863,1.312073,5.261663,2.945969,2.173629,5.977803,2.054365
9.272001,3.67063,0.1552542,0.1427033,0.5605951,0.01558654,0.2934648,0.0761785,3.691302,1.608133,0.3342685,1.096294,1.698496,6.153281,2.04936,8.261398,3.756048,8.004601,9.232985,15.3823,3.115783,4.231973,1.595855,1.416723,3.899245,3.350433,2.916951,1.413472,0.03167138,0.9292249,0.5799904,7.272428,0.8251671,3.923915,1.919021,1.544617,3.988283,1.232377
8.108151,2.890551,0.2970108,0,0.09148124,0.00692735,0.1484688,0.02291564,2.699106,1.351797,0.02302517,0.3009295,0.8435073,4.801253,1.515683,5.5415,2.606172,5.729444,6.624265,15.25561,2.401616,3.485327,1.36009,0.8720819,3.102775,2.647861,2.451925,0.7989025,0.0391215,0.5936394,0.3794282,7.322034,0.5211843,2.675053,1.380207,1.139207,2.507133,0.6725538
7.752107,2.052075,0.2499697,0,0.04071276,0.008707055,0.142774,0,1.618025,1.169378,0,0.02770367,0.3190116,3.406651,1.408423,3.42106,1.780927,3.503086,4.897048,15.11793,1.756886,2.885241,1.41934,0.5743937,2.501378,1.83994,2.011459,0.1879573,0,0.2258565,0.1736448,7.584148,0.4346565,1.679381,0.9232264,0.7826261,1.573466,0.2210797
7.521094,1.864053,0.02615116,0.02822813,0.2124266,0,0.0933398,0,0.6931949,0.5893689,0,0,0.01702711,2.301815,1.631882,2.276268,1.131573,1.929451,2.722248,14.61296,1.18731,2.316792,1.352958,0.3806077,1.788103,1.155503,1.846781,0.01123255,0,0.09835402,0,8.208706,0.3479323,1.09801,0.5642452,0.5890005,0.91424,0
7.66984,1.474156,0.09245192,0.01245359,0.05478997,0,0,0,0.1242252,0.1837195,0,0,0,1.511573,1.927778,1.315907,0.9724263,0.8670552,1.614933,14.59518,0.5225852,1.868244,1.112929,0.2418255,1.387936,0.7212914,1.634302,0.08039322,0,0.01247517,0,9.177114,0.2813058,0.5931497,0.3634913,0.667495,0.5284942,0
7.8224,1.123056,0,0.05845232,0,0,0,0,0,0.004476974,0.07227895,0,0,0.7856967,2.377007,1.034059,0.9990498,0.2702338,0.7237557,14.34942,0.1192977,1.472521,0.8628786,0.03150544,1.291195,0.5175527,1.692298,0.4215489,0,0,0,10.49715,0.2427496,0.3126856,0.2050806,0.8108494,0.2128606,0
8.09141,0.5483677,0,0,0,0,0,0.1632496,0,0.06868436,0.2186849,0,0.06731844,0.4044894,2.98892,0.7873115,1.223069,0,0.3320695,14.8063,0.07010771,0.8568689,0.5093226,0.01844764,1.106799,0.3809992,1.789357,0.6883849,0,0.02862419,0,12.2289,0.06490167,0.1480328,0.1524853,1.080594,0.0244682,0.07058138
8.743714,0.1430254,0,0,0,0,0,1.233504,0,0.1070097,0.004317894,0,0.2366953,0.08091898,3.731954,0.905483,1.941101,0,0.007393479,15.46477,2.756009E-05,0.2301491,0.2120636,0.1020281,0.9299137,0.1546187,1.894599,1.391388,0,0.005204398,0,14.49584,0.0229339,0.08697426,0.002521762,1.374176,0.14316,0
9.030085,0.00696454,0,0,0,0,0,2.22438,0,0,0.008832055,0,0.09574676,0.01913078,4.630466,1.863602,2.556164,0,0,15.46921,0,0.02265323,0.03862014,0.06939881,0.6804093,0.1227429,1.94324,2.110737,0,0.0766739,0,17.36608,0,0.006968241,0.06806409,1.600295,0,0
9.611015,0,0,0,0,0,0,3.224529,0,0,0,0,0.02542154,0,5.777257,3.376253,3.43752,0,0.1544372,16.01083,0,0,0.0003904111,0.2195655,0.6993884,0.1149574,2.448443,3.027565,0,0.3553004,0,20.87778,0,0,0.0748705,1.821623,0,0.2450595
10.87719,0,0,0,0,0,0,5.010872,0,0,0,0,0,0.01055322,8.451026,5.404937,4.672025,0,0.3002864,15.89125,0,0.02873646,8.565142E-05,0.244716,0.406131,0.03133991,2.990183,3.930444,0,0.4166698,0,25.38631,0,0,0,2.020419,0,0.9997735
12.57584,0,0.08705623,0,0,0,0,7.501845,0.7047307,0,0,0.6718087,0,0.009467501,11.50531,7.637131,6.057821,0,0.4026215,16.64204,0,0.1524376,0,0.2156489,0.1918243,0.1334279,3.806817,4.526803,0,0.114657,0,30.80646,0,0,0,2.343652,0,2.24967
14.79427,0,0.7933149,0,0,0,0.05725452,10.77083,1.984065,0,0,2.744128,0,0,15.49509,10.65582,7.862275,0,0,17.97782,0,0.1393073,0,0.02837732,0.1738095,0.01991427,4.70132,5.986966,0,0.0322777,0,37.11883,0,0,0,2.890324,0,3.628192
17.46068,0,1.821766,0,0,2.327155,0.9509096,13.92215,3.705815,0.01798319,0,5.363292,0.01355351,0,19.99266,13.99766,9.758234,0.5166942,0,20.01987,0,0.08635565,0.04238911,0,0,0,5.608252,7.212816,0,0,0,44.25864,0,0,0,3.580275,0,5.467394
20.63968,0,2.916188,0,0.4976768,5.924605,2.619282,18.41034,5.882807,0.06531814,0.5361689,8.651671,0.002960372,0,24.45749,17.89272,12.16068,2.510616,0,23.41807,0,0,0.01108421,0,0,0.01311444,6.438199,8.875405,0.1448701,0,0,52.77916,0.1364119,0,0.366146,4.574659,0,7.605333
25.06924,0.2832815,4.264118,0.8339671,2.047384,10.29186,4.543923,23.79833,8.607773,0.04665581,1.807945,12.15277,0,0,29.58657,23.67072,14.89209,4.707883,1.379295,26.66874,0,0,0.007031566,0.01626368,0,0,7.087142,11.20704,0.8122834,0,0.001429119,61.86748,0.3958523,0.3503209,1.25755,5.484272,0,10.47422
30.48791,1.254979,5.999994,3.142876,3.942325,15.42676,6.884123,29.20312,11.90967,0,3.325238,16.37604,0,0,35.16071,30.14152,18.52663,7.207919,3.464468,31.52741,0,0.146465,0.005082228,0,0,0,8.058558,14.06651,1.882707,0.005116873,0.3355387,70.85667,0.7962816,1.031539,2.471449,6.452229,0.1203086,13.9853
40.42646,2.775548,7.550979,5.802,6.043661,21.36362,9.906621,36.51587,15.87808,0,4.97084,21.62,0,0.3775996,42.60386,38.05944,23.33533,9.536491,5.834538,39.33555,0,0.6163952,0.0231655,0,0,0,9.204773,17.61419,3.188669,0.06140248,1.187024,79.88741,1.20273,1.613929,3.649407,7.59415,1.643348,18.04172
60.43277,3.676981,9.170655,8.785608,8.090524,28.12335,13.46393,44.58279,20.62833,0.1401334,7.435133,28.15015,0,1.819111,50.53567,46.46688,28.99286,12.65473,8.548839,56.52362,1.78052,1.418872,0,0,0.2718205,0,10.79674,21.81915,4.766976,0,2.024325,88.10155,1.715091,2.654246,5.183809,8.868587,3.127032,22.71678
105.4032,4.65811,10.96426,12.17247,10.37164,36.07226,17.4123,54.22579,26.56697,1.328421,10.31229,35.46165,0,3.662294,60.18581,56.1588,36.40111,16.52139,11.23852,95.56747,4.069797,2.342324,0.004195731,0,0.7729868,0.04081185,12.733,27.20707,7.102852,0,3.038212,94.89555,2.279341,4.068793,7.092743,10.61168,4.592262,27.61102
184.8964,6.544897,12.97546,16.41498,13.23137,44.6608,22.12373,64.8409,34.24011,3.456982,13.66256,43.16014,0,5.935676,70.699,67.03963,45.53437,20.79628,14.51878,181.1821,7.034942,3.522501,0.007464498,0,1.06217,0.5570439,14.72678,33.63592,9.697726,0,4.314908,99.63049,3.123897,6.031205,9.704392,12.78208,6.070593,32.34863
328.544,9.194238,15.26938,21.34443,16.64849,53.68328,27.9686,77.22865,43.08146,5.989385,17.47967,52.36302,0,8.804641,81.31686,77.65655,56.35305,25.37057,17.92211,307.177,10.80988,4.524703,0,0,1.417092,1.081747,16.84992,40.53776,12.84857,0,5.646217,102.5203,4.110755,8.575128,12.97527,15.5064,8.001878,37.15119
541.3764,12.44596,17.63889,26.96623,20.86487,62.63427,34.65527,90.81451,53.58162,9.359383,21.66807,61.09227,0,12.29774,91.35348,88.65734,69.15626,30.0394,22.25423,471.5072,15.1088,5.62522,0,0,1.847993,1.511751,19.3567,48.30816,16.5437,0.1879904,7.177209,103.0291,5.18299,11.64558,16.86485,18.26932,10.09434,41.52368
793.7354,16.01361,20.16751,33.68506,25.27802,72.27332,42.21844,103.9875,65.96073,12.99282,26.11794,72.58492,0.2229548,17.68282,100.8251,97.2566,83.34518,34.33204,26.82716,664.232,20.21614,7.210817,0,0,2.14598,2.012485,22.05855,56.45424,20.2603,0.5048836,8.863029,101.8066,6.770947,15.24765,21.84311,20.99011,13.22357,45.61165
1053.632,20.08633,22.20514,41.02714,30.20092,82.03429,50.46,117.1751,79.60492,17.01016,30.84056,85.3619,2.750944,24.10261,109.9317,105.0083,97.66265,38.61899,31.22174,853.9078,26.11071,9.122217,0.01916753,0,2.69918,2.548484,25.5568,65.46008,24.62873,1.140048,11.14773,99.66434,8.316958,19.73542,27.40944,24.0059,16.68318,49.34276
1262.753,24.39217,23.93361,49.36728,35.13276,92.83545,59.31181,129.379,94.26883,21.26791,35.74477,98.17155,6.911276,31.58659,117.4668,110.1912,111.4139,43.50378,35.85942,1023.758,32.24316,11.51328,0.4855928,0,3.269938,3.077364,29.96007,74.38619,29.38918,1.705046,12.97325,97.20078,10.19839,25.29501,33.18213,27.16564,20.33498,52.7122
1392.134,28.74456,25.45796,58.78194,40.05011,105.0452,68.86727,140.5556,109.455,26.80994,40.61158,110.9213,11.70665,40.21383,124,113.6327,122.4614,48.87695,40.73491,1159.329,38.45511,14.39977,1.1363,0,3.924488,3.952328,35.44344,83.41114,34.41593,2.504004,15.20118,95.1508,12.50203,31.84482,39.71718,30.75512,24.56544,55.73501
1412.258,33.79654,27.37778,69.88638,44.92394,117.4497,78.92526,149.1344,125.6826,32.86324,45.89556,121.7831,16.60916,49.55952,129.8203,116.1695,132.969,54.15454,44.71092,1259.419,44.66098,17.59997,2.110847,0,4.155474,5.041913,41.46323,92.16608,39.30339,3.109873,18.15417,93.54881,15.47141,39.20683,47.07673,34.9187,29.15063,57.91357
1336.089,40.2462,29.13742,81.09035,50.07224,128.7251,89.66619,154.0056,142.0001,39.22662,50.98777,130.8197,22.34868,60.14549,135.0165,117.1353,140.9955,59.29232,48.36065,1319.656,50.8644,20.52125,3.197546,0.1736493,4.355304,5.965784,48.38469,100.9737,44.05714,3.682251,21.33848,92.85537,18.94786,48.01813,54.99705,40.06346,35.01627,60.20995
1204.854,48.1744,31.02272,92.2866,55.30103,141.4176,100.4079,155.1848,158.691,45.92295,55.67504,136.4888,29.20021,69.97718,137.3001,117.2425,147.0573,64.22477,51.7363,1325.268,56.42556,23.25898,4.487845,1.271057,4.857515,7.247859,57.13828,109.0962,48.51265,4.445245,25.05326,93.06104,22.84852,58.05107,62.86673,45.53222,41.62357,61.71969
1040.673,57.38195,32.7592,102.5669,60.38028,152.9312,112.3404,151.8573,174.8239,52.56946,60.49869,140.8573,36.63857,81.03661,137.5818,116.8716,150.2984,68.79384,55.03705,1284.467,60.77551,25.9418,5.974454,2.932793,5.514766,8.811371,67.43479,116.1208,52.7931,5.470037,28.77565,93.62397,27.26206,68.4352,71.38688,51.38428,49.69153,62.75413
881.975,67.76363,34.41396,111.3387,65.65533,164.8508,123.1133,146.07,189.3256,59.43316,66.40096,142.1724,44.61542,90.99994,136.036,117.1271,151.9354,73.06895,58.20611,1198.787,63.93143,28.66265,7.881293,4.824641,6.671742,10.65461,78.65456,122.4687,56.651,6.654744,33.31804,94.21622,31.65822,79.04332,79.73725,57.80937,58.87799,63.35497
746.97,79.22938,35.64333,116.3508,71.08211,176.2104,133.7861,139.5142,200.5399,64.3261,71.50507,142.1576,53.05617,100.4402,132.941,117.342,153.1372,77.11973,61.97223,1085.988,65.4736,31.13415,9.916917,7.027031,7.985857,12.91469,91.79198,126.6135,60.07258,8.009825,38.16511,95.03554,36.2047,90.25028,86.89809,64.48578,69.47588,63.6026
639.478,91.13095,36.67321,119.3434,75.09887,188.441,144.0364,133.4601,207.5756,69.51019,75.26299,142.0757,62.04805,109.9208,127.5363,117.2536,152.9346,81.2719,65.01386,956.8809,65.38405,33.31881,11.94909,9.361529,9.709792,15.48156,104.8414,127.5641,63.12391,9.757244,43.78875,95.56042,41.23528,101.8185,92.86732,71.61267,81.35418,64.08019
552.2113,104.7105,37.78643,120.6421,79.57446,199.8654,154.5398,128.8478,208.8939,74.28152,79.20397,141.8575,71.44058,118.5285,122.5319,117.2385,154.837,85.01051,66.98711,825.6034,63.7924,35.13031,14.32457,12.07083,11.2814,18.23113,117.9685,126.7085,65.7167,11.53383,50.4577,96.39993,46.99884,112.5761,97.7624,78.24427,94.19913,63.86662
464.6579,118.2456,39.28145,121.195,84.223,210.5468,164.209,126.8715,205.6035,77.48141,83.01323,142.3958,79.60179,126.0805,118.1241,117.3585,158.6353,87.22495,69.8268,700.3473,62.07668,36.62041,16.97931,15.45254,13.19966,21.05113,131.3184,124.6603,67.7338,13.71534,58.33247,97.80639,52.31934,121.8787,101.4981,84.76172,107.3147,64.17479
377.1667,133.3473,40.81647,122.0611,88.51414,219.6872,172.1395,126.578,199.363,79.56464,86.06557,144.4304,87.08257,130.9841,113.4155,117.8583,163.2615,89.43398,72.03748,587.6861,60.2806,37.49342,19.63992,19.64759,15.41171,24.18986,143.6213,121.7608,69.15981,16.46428,68.21047,99.59234,57.57536,128.847,104.4498,90.51818,120.8902,65.13539
289.5871,148.986,42.64275,123.4153,94.25672,228.9853,179.3885,127.9468,190.5336,80.90834,89.99307,147.0119,95.27565,134.1639,108.174,119.566,168.3811,91.8153,74.63526,480.4895,58.49032,37.86446,22.2506,24.51674,17.666,27.77956,155.0773,117.7379,70.5523,20.03798,79.49887,101.2337,62.48323,133.0862,107.9259,96.33437,133.6637,66.04704
212.7483,165.3849,44.37152,125.5753,99.64187,236.683,185.4384,129.3644,182.4895,82.90637,94.56107,150.2572,102.7818,133.562,104.8717,122.0386,173.0414,95.07658,77.23958,391.0989,57.08018,38.27791,24.82087,30.0975,20.00726,31.52909,164.011,114.6474,71.75613,24.16568,92.81619,102.7418,66.60413,134.0533,111.4332,101.6469,145.9034,66.45901
158.2799,181.6866,45.89843,126.4589,105.318,243.9093,189.5455,132.7506,176.3543,82.22523,97.58463,154.4349,110.5515,131.3329,103.0216,124.9324,178.837,97.79151,79.76706,317.6281,56.01816,38.23906,27.33859,36.53334,22.40968,35.47036,170.0391,111.1955,72.72857,28.93811,105.0316,104.2175,70.43282,132.5879,115.3233,106.2318,157.779,66.74208
123.9422,199.191,47.02596,127.6567,110.6041,250.6853,192.2875,135.5242,172.2287,82.17915,99.40473,159.3314,120.027,129.6111,101.615,127.2364,182.7789,100.9197,81.94427,256.6517,55.49063,38.43837,29.88045,43.77063,24.91553,39.61645,172.9869,107.8736,74.28914,34.36148,115.2931,105.4492,74.10132,129.8383,118.7749,110.711,169.7274,67.19946
103.5015,215.25,47.58705,128.7727,115.8547,257.8723,192.5883,138.8535,168.228,81.69411,102.2653,163.8689,129.1193,126.4267,101.7354,130.232,186.3374,103.5098,83.8852,210.713,54.8979,38.87714,32.39214,51.63616,27.31471,44.13633,171.4427,104.9034,75.73975,40.01585,122.7319,106.8472,77.6925,125.8731,123.0107,114.7487,181.4814,67.31373
90.49628,229.9024,47.8659,129.5588,120.3205,264.8006,189.3986,142.1498,164.3159,81.1588,104.8692,167.8441,136.2834,123.1445,102.0996,132.7285,190.1045,105.5786,85.6626,174.1077,55.18459,39.78551,35.14675,60.8246,29.76085,48.57202,167.5712,103.1916,76.63569,46.28017,126.7307,107.73,80.34472,120.6791,126.5768,117.4575,192.2515,68.32684
80.22881,244.3357,48.02594,131.3893,123.7253,268.3011,182.3221,145.902,160.6943,80.49876,107.1553,173.0253,142.0287,120.8026,103.409,134.4532,194.0572,107.489,87.39988,147.1028,56.21979,40.54411,38.01677,70.65108,32.20163,52.97002,161.5818,101.4827,77.54326,52.45111,128.146,108.3683,82.67155,114.9933,129.5203,120.2818,202.1617,69.94699
71.92648,257.4372,48.86213,133.9812,127.4479,272.517,173.6209,149.5812,157.0026,81.07855,109.5456,177.4242,148.2891,119.0606,104.4406,136.7793,198.4901,109.3659,89.54467,127.173,57.7652,41.02316,40.7949,79.71693,34.37375,56.89825,154.4989,99.72227,79.03851,59.00063,128.4194,108.7261,84.71353,110.5837,131.9072,123.327,210.0176,71.47213
64.76503,268.8542,49.85044,137.3011,128.3933,276.5698,165.7004,152.8137,155.6101,82.09782,112.0718,182.007,153.9437,117.3758,105.1902,138.9484,202.3812,111.5185,91.18185,111.4485,60.24484,41.64338,43.17421,88.85286,36.53404,60.47125,147.3153,98.80537,80.55283,65.82495,128.2647,108.7839,85.92945,107.0867,134.2206,125.6445,215.6565,72.56886
59.49451,277.2325,50.98527,140.5677,129.1077,282.1563,159.683,155.9169,156.5385,83.6503,113.8207,187.3828,159.4384,117.2731,106.4046,140.9879,207.6748,113.2424,93.08755,99.88062,62.89602,41.76648,45.35864,98.11948,38.3373,63.43337,140.6374,97.79228,81.81655,72.50005,128.2983,108.7229,86.62975,105.559,137.1457,127.5626,220.6131,73.09689
55.68424,279.9985,52.09683,144.501,129.6337,287.7363,157.1524,158.7078,159.135,85.49932,116.0132,193.0056,167.0631,118.288,108.3458,143.5199,211.7675,115.2812,95.54925,89.81647,65.39711,42.43783,47.23362,107.2094,39.79211,66.20039,134.9137,97.36565,82.44811,78.45863,128.8394,109.2732,86.93604,105.1599,138.0354,129.2952,224.456,73.68356
53.94988,276.0904,52.86312,149.1306,130.3033,295.5379,156.7811,160.9037,162.5842,87.01708,120.0501,199.2074,173.3495,119.5731,110.2286,146.6967,215.645,117.0716,97.98769,81.10901,67.52795,43.35938,48.54352,115.9392,40.85503,69.0237,129.8359,97.71846,83.38108,83.78658,130.3906,110.723,87.17726,106.0239,139.9086,131.4279,228.6352,73.85479
53.33144,263.7791,53.01165,153.2208,130.544,303.7592,157.1774,162.7899,166.862,88.67719,121.8432,201.5168,178.0796,120.6294,111.3225,149.9643,218.311,119.4576,99.6235,74.52617,69.68336,44.09031,49.67304,125.3643,41.86115,71.55312,124.3683,98.08203,83.86545,89.06751,133.0145,111.1671,87.27122,107.0661,141.7137,132.309,232.8352,74.55143
53.12223,247.7134,53.84089,157.9025,130.785,309.2963,157.9851,165.5096,169.8033,89.96051,122.9421,204.4064,182.7023,122.6369,113.123,151.7962,221.5584,121.4561,102.0625,69.47088,71.68188,44.52545,50.84755,132.9662,42.85381,73.77509,119.6015,98.60966,84.54465,92.30949,136.139,111.3522,87.25153,107.3771,142.8078,133.3774,237.1407,74.81992
52.36506,229.5761,54.53443,163.7495,130.3777,315.2543,159.7759,169.366,172.1197,92.25273,124.1475,206.0851,187.1628,125.9031,113.981,153.981,224.2523,123.4007,104.857,65.43614,72.45112,45.05121,52.26191,138.2242,43.65148,75.48447,115.8907,98.9081,85.15955,94.27059,139.1244,110.7263,86.84641,108.4258,143.8143,134.6595,240.2541,74.78661
51.14782,211.5493,55.09499,169.0862,128.8538,320.4924,161.4636,173.5247,174.0437,93.66511,127.2955,208.2108,190.2811,128.6369,114.2111,156.0611,227.0717,126.2955,106.5471,62.44056,72.50948,45.69264,53.74292,141.0164,44.65351,76.55882,113.1949,99.48894,86.13678,95.32996,141.3054,109.9037,86.33482,109.1365,145.4641,134.9856,242.2377,74.78349
49.56868,195.5859,55.34274,172.7053,126.6912,326.352,162.7889,176.2429,175.5045,94.93153,129.0793,211.0442,193.5915,131.6459,115.0801,157.3484,231.234,128.7988,109.1938,60.69395,71.44614,46.4925,55.39471,141.4677,45.42229,77.17053,111.3957,99.25033,86.6449,95.16832,142.5325,109.2301,84.75539,109.0021,147.3098,135.4768,243.9048,74.95689
47.33105,182.1802,55.80909,175.28,123.8185,333.3433,163.6172,178.2409,176.3504,95.56697,131.9837,215.0412,198.2978,133.9693,116.7887,159.5415,234.9716,130.5703,111.2979,59.79171,69.77136,47.17387,56.73413,139.006,45.85131,77.29997,110.3957,98.66172,86.2775,94.16064,143.1973,109.5433,82.72189,108.6388,147.7278,135.8582,244.9395,74.68221
44.7789,170.6311,56.37906,178.1607,121.1451,340.208,164.8488,179.7186,177.7279,96.52317,134.1997,221.4462,202.2126,136.6359,118.3891,162.0685,239.0089,132.4593,112.934,58.60774,67.46639,48.03014,57.35864,134.5709,46.00351,77.62457,110.8228,98.62341,85.66568,92.08794,144.0817,111.1951,80.60122,107.9069,148.8066,136.3378,246.212,74.52827
42.52608,162.9352,56.66026,179.0626,118.4569,350.7225,164.8725,181.4728,180.5426,97.9641,135.2328,224.3707,205.9479,137.3573,119.0135,165.2755,242.5109,134.5085,114.6211,57.50674,65.79845,48.24875,57.24517,129.4653,46.01186,77.06656,110.8907,98.34507,85.6617,90.89815,144.6111,113.0165,78.28677,107.7833,148.3507,136.6417,247.5424,75.15229
41.73485,157.6967,56.84123,179.8168,116.7173,355.9338,164.8385,183.6534,180.8309,99.84607,134.7874,228.3882,210.0694,139.5359,120.189,167.9247,245.9843,136.5559,116.1708,56.42377,64.82939,48.05437,56.1166,123.6378,45.90471,76.3485,111.1282,98.44743,86.50889,88.54871,145.615,114.245,75.91637,107.0036,148.03,136.6565,248.681,75.6328
41.80918,154.9036,57.31418,181.3144,116.5962,359.889,165.2493,185.8746,181.5419,101.968,135.2674,232.3778,213.058,141.3425,120.9248,170.0482,248.3631,138.4831,117.8329,56.2664,64.03751,47.1262,54.61796,117.2402,45.53398,75.38831,111.1435,98.20667,86.80393,86.22883,147.0921,114.856,73.53605,107.5793,147.7027,136.7403,249.8883,75.89038
42.30416,153.9446,57.40002,182.9109,116.8109,362.9523,166.58,187.355,182.3552,104.3167,137.2895,236.3297,213.9506,142.6723,121.2215,172.4158,250.7759,140.8851,119.3705,57.14207,63.09132,45.78988,52.94101,111.4052,45.12799,73.90764,110.6757,98.81531,87.25,84.11479,148.6246,115.3134,71.83053,108.5477,147.6252,136.3568,250.5747,76.82522
44.31761,153.3749,57.54981,183.6926,117.2153,368.1627,166.8633,187.6876,183.6538,104.4967,138.9741,239.2787,216.339,143.4757,122.0465,173.8309,253.6093,143.6991,121.5392,58.11737,62.46603,44.53271,51.57201,105.9273,44.37931,72.23435,110.1416,99.19244,88.24703,82.70814,149.696,116.0546,70.51191,110.0122,149.1904,136.2721,251.319,77.55003
47.36996,153.1297,57.67379,184.1644,117.861,375.5542,166.8237,187.9966,184.0272,104.2023,141.2156,239.445,218.5672,143.6069,123.2119,175.8461,256.1761,144.8528,123.987,60.48823,62.33619,42.80936,50.31338,101.0493,43.60549,70.73158,108.9305,99.56261,89.45252,82.03427,151.4086,116.6693,68.79652,110.7398,150.5464,136.8468,252.5786,77.81037
50.57522,151.8601,58.44669,185.9043,118.7735,381.216,167.6669,188.0621,184.9146,104.2375,142.7395,239.202,220.8112,144.1265,123.8978,178.7164,258.5379,146.0014,125.847,63.13009,63.37663,41.48313,49.6539,96.8494,43.12902,70.02309,108.7898,100.3466,89.79375,81.06944,153.9477,117.2838,67.23483,111.8987,152.9526,137.4621,254.3022,78.5074
54.38383,151.119,58.50712,186.7104,119.9415,387.5696,166.3849,188.1997,186.5026,104.7443,144.3951,238.9818,223.8467,145.6726,123.8524,181.5318,261.4272,147.4955,127.7131,66.66691,64.73711,40.38805,49.26023,95.05264,42.83379,69.30308,109.3062,101.1785,89.61845,80.72395,156.2055,117.3584,65.95267,112.9394,155.4472,138.2658,255.807,80.06644
60.75201,150.1311,59.12613,188.2341,121.8131,393.9141,165.4629,188.315,186.8765,105.5598,144.967,239.2055,227.159,148.6572,124.331,183.517,264.4333,149.1555,128.6416,70.20929,66.98914,39.83976,49.1186,95.02097,42.65199,69.32536,110.2538,101.6914,90.6041,80.80328,158.9158,117.7262,64.52753,113.7824,156.622,138.632,257.88,82.13366
68.21046,148.1216,58.5125,190.2965,123.5967,397.8086,164.6603,187.9274,187.3381,106.9935,144.3017,241.0848,229.2227,149.7554,124.7211,184.671,265.9736,150.2107,130.0767,79.73201,70.80181,39.3044,49.62099,97.01391,42.87167,69.98131,111.519,101.2117,90.76975,79.72222,161.3207,118.1322,63.49663,115.2182,157.6032,138.2314,259.7449,83.72533
81.50061,146.4473,58.02956,191.729,124.5695,400.9111,163.5476,187.06,187.1562,108.5086,143.6777,244.141,230.5839,152.1333,124.7225,186.9353,267.9639,151.359,131.343,105.4651,75.4833,38.74598,50.71958,101.4127,43.35831,71.21963,111.3484,100.5337,91.06858,78.74561,162.1673,118.3237,63.0064,116.6097,157.7993,136.9097,261.9197,84.6282
110.3584,145.0146,58.17306,193.3664,125.4883,406.5764,162.4606,186.4863,187.6648,109.1062,143.2951,246.6157,231.661,152.6489,125.89,188.7667,269.1894,153.5401,132.9817,174.8634,81.279,38.69298,52.46129,106.5862,44.02884,72.75089,110.6527,99.71213,91.79908,78.13422,162.5435,118.6686,62.7364,117.7097,158.3483,136.1112,263.2217,85.18106
175.3166,143.5893,57.74711,193.899,125.5741,410.8625,162.2085,185.9628,187,109.2438,143.281,245.7046,232.7293,152.9918,127.0344,190.923,270.7667,155.5141,134.0307,296.5222,87.15176,38.92345,54.50018,110.7163,44.96738,74.623,109.1858,98.71893,91.55828,77.4231,161.0437,118.0689,61.57254,117.6711,158.8055,135.8491,263.0666,84.3503
315.1274,142.328,57.51329,194.7923,125.944,413.0922,161.2547,185.4919,187.3111,109.422,142.7855,244.769,235.39,153.7383,127.952,192.7407,271.7529,156.6483,133.9756,474.6097,92.50384,39.96332,57.63094,113.3514,46.18472,76.63138,107.3608,97.9968,89.94651,76.66705,159.1361,117.4813,60.91378,116.9239,158.7401,136.3784,261.944,83.90219
535.679,141.8158,57.59595,193.2896,126.3635,414.7015,159.9079,184.6929,187.6525,108.8688,143.1301,243.6697,237.8304,155.7018,128.7144,194.4942,273.7496,158.4358,135.2427,693.1304,94.97793,41.20761,61.34994,113.9597,47.55684,77.98228,105.6399,97.19378,88.21177,75.42996,156.8495,116.1531,60.44771,116.0018,158.4638,137.1074,259.4816,82.78447
824.973,141.4048,58.81955,192.8359,127.4061,417.5179,159.0317,184.383,188.3712,109.2058,141.765,242.8088,240.3372,157.2858,127.9478,194.3975,275.6393,159.9338,136.5704,920.9126,95.34061,42.64887,64.97617,113.066,48.73301,78.43343,104.079,96.29276,87.00049,74.64643,155.4347,115.5169,60.04741,114.3531,158.1802,138.4468,256.7674,81.92032
1131.486,140.2285,58.21808,192.1423,128.0172,420.7202,158.7415,183.6969,189.1941,109.6202,139.8092,244.0097,242.4641,158.1552,127.0187,194.5017,277.2376,161.0153,139.5892,1137.119,94.31489,43.49583,67.81551,110.892,49.81003,77.12404,102.2128,95.84228,86.15598,73.53709,154.7281,114.9121,59.48541,113.6287,157.3854,139.8917,254.56,80.80597
